Id,Values_code,Values_MarketType,Values_Hour01,Values_Hour02,Values_Hour03,Values_Hour04,Values_Hour05,Values_Hour06,Values_Hour07,Values_Hour08,Values_Hour09,Values_Hour10,Values_Hour11,Values_Hour12,Values_Hour13,Values_Hour14,Values_Hour15,Values_Hour16,Values_Hour17,Values_Hour18,Values_Hour19,Values_Hour20,Values_Hour21,Values_Hour22,Values_Hour23,Values_Hour24,Date
MercadoComercializacion,NARIÑO,REGULADO,65889.56,61024.76,58049.95,55628.61,55653.86,60183.44,72146.84,84798.93,95224.97,102201.74,105062.07,106941.94,106742.6,98093.76,98363.03,95685.74,93220.08,96200.67,107696.03,110129.65,103362.19,92990.1,78666.63,67250.64,2024-10-13
MercadoComercializacion,NORTE DE SANTANDER,NO REGULADO,34374.89,36342.93,36404.95,36189.9,35224.49,34210.48,28222.6,29332.61,31693.94,33563.29,34095.71,33057.95,33298.61,30784.91,29301.91,26188.04,26208.2,26747.52,32888.41,32481.13,30720.77,29182.02,27014.74,27913.82,2024-10-13
MercadoComercializacion,NORTE DE SANTANDER,REGULADO,206602.61,195625.82,187795.87,181821.49,178066.2,172410.36,172673.78,178043.92,184008.99,189923.38,196867.73,203458.44,202484.34,202510.32,204521.41,203375.96,197465.16,203878.05,216574.58,218376.06,216456.46,212289.17,205281.32,194829.93,2024-10-13
MercadoComercializacion,PEREIRA,NO REGULADO,18726.49,18400.48,18283.99,18053.84,18033.8,17941.32,12428.19,12497.83,12569.62,13587.69,15611.89,15809.2,15934.18,15598.01,16420.54,16744.2,16740.32,16437.61,21848.32,21116.63,20305.19,19432.46,19667.85,19336.35,2024-10-13
MercadoComercializacion,PEREIRA,REGULADO,47578.87,43768.44,42034.09,40441.88,40216.81,39417.41,42885.0,46504.92,50268.23,55451.01,59650.0,62357.12,64250.04,63795.09,64533.65,62331.72,61372.46,62287.68,67542.13,68232.31,65928.51,61432.75,54909.57,48551.96,2024-10-13
MercadoComercializacion,POPAYAN - PURACE,NO REGULADO,132.66,127.08,129.27,128.91,130.5,128.97,113.2,111.41,112.99,121.59,126.86,130.4,128.81,123.71,125.42,128.74,125.34,125.15,178.73,196.32,161.94,139.6,136.04,132.61,2024-10-13
MercadoComercializacion,POPAYAN - PURACE,REGULADO,429.72,478.43,472.34,510.89,403.88,365.63,254.14,284.45,264.35,400.9,393.74,447.88,476.23,498.42,473.39,461.51,471.76,492.42,417.84,328.52,593.78,612.05,653.29,509.5,2024-10-13
MercadoComercializacion,PUTUMAYO,NO REGULADO,4242.77,4250.53,4299.76,4381.47,4419.39,4456.51,4602.64,4610.84,4643.1,4616.34,3282.28,3965.08,4430.38,4656.21,4714.32,4494.34,4368.38,4534.76,4678.35,4584.3,4573.44,4403.47,4322.41,4278.56,2024-10-13
MercadoComercializacion,PUTUMAYO,REGULADO,7771.44,7540.39,7180.32,6785.18,6671.86,6736.05,5780.31,6748.39,7780.39,8322.92,9022.31,9878.29,10083.11,10020.56,9777.23,9654.94,10060.35,9750.62,11761.85,13047.83,12516.65,11947.65,10332.11,8766.98,2024-10-13
MercadoComercializacion,QUINDIO,NO REGULADO,3995.66,4035.71,4079.27,3902.16,3950.48,3726.5,3218.86,3689.69,4136.51,4843.87,5136.88,5390.58,5487.33,5495.04,5534.19,5650.36,5610.07,5550.75,5366.87,4878.13,4613.59,4280.23,3918.12,3759.48,2024-10-13
MercadoComercializacion,QUINDIO,REGULADO,46087.81,42315.99,40324.46,38694.66,38644.23,38388.63,38519.06,43548.18,48938.52,53544.54,57519.02,60749.13,62579.95,61963.02,60257.98,59495.28,58718.71,59937.57,69301.82,69903.46,67545.04,62309.19,55225.37,47918.93,2024-10-13
MercadoComercializacion,RUITOQUE,NO REGULADO,129.13,115.85,108.85,106.9,110.63,114.36,108.96,120.8,136.86,160.03,168.78,177.17,217.27,227.22,217.53,221.66,232.62,243.6,235.97,226.84,218.42,216.87,193.34,180.17,2024-10-13
MercadoComercializacion,RUITOQUE,REGULADO,1611.08,1555.72,1513.94,1453.38,1421.58,1352.79,1246.05,1286.14,1157.06,1047.23,1142.56,1172.6,1341.31,1410.99,1520.86,1573.89,1616.02,1711.78,1922.97,1939.64,1898.58,1806.19,1698.08,1596.68,2024-10-13
MercadoComercializacion,SANTANDER,NO REGULADO,126646.16,134121.99,133629.12,132441.21,130334.62,130525.81,123703.63,113150.99,113451.58,115598.73,119799.82,115093.94,112638.68,114172.85,111643.32,121415.07,131160.21,133181.07,136310.42,135473.25,137948.58,133926.39,131845.2,131016.17,2024-10-13
MercadoComercializacion,SANTANDER,REGULADO,261306.02,248192.8,239600.3,232504.22,228924.42,222421.29,219561.46,234501.04,250908.59,264502.6,277401.41,284583.2,288194.13,287022.74,285232.9,281898.09,279313.17,293689.13,317043.85,314632.17,305870.29,292779.62,275330.07,256785.69,2024-10-13
MercadoComercializacion,TOLIMA,NO REGULADO,28536.51,26956.68,27844.44,27505.34,27423.4,26488.55,24495.59,24653.26,23901.93,25111.38,27630.34,30058.34,30925.73,34330.56,34714.15,32217.88,31321.7,32401.87,25809.49,25409.13,23756.4,22288.55,20452.05,20357.56,2024-10-13
MercadoComercializacion,TOLIMA,REGULADO,140678.56,134322.7,129559.4,124894.43,123059.04,120648.42,117107.47,126747.89,132926.88,143584.2,149891.38,156112.13,160475.21,161458.72,160233.06,157294.71,159090.73,164802.93,185800.93,188176.96,182004.84,173611.31,161405.28,148383.22,2024-10-13
MercadoComercializacion,TULUA,NO REGULADO,6984.56,6658.37,6468.94,6418.95,6375.89,6248.25,2946.63,2238.28,2294.9,2540.23,2685.58,2837.7,2711.15,2734.81,2742.14,2723.78,3329.29,4477.05,7612.9,7516.64,8442.33,8245.58,8334.02,8945.75,2024-10-13
MercadoComercializacion,TULUA,REGULADO,16027.1,14724.49,14133.78,13414.99,13290.46,12607.71,13820.21,14940.93,16438.89,18125.32,19583.67,20650.35,20747.14,20911.49,20370.16,20323.89,20072.69,20287.63,22031.41,22380.97,21879.38,20855.01,19072.56,17079.88,2024-10-13
MercadoComercializacion,VALLE DEL CAUCA,NO REGULADO,127956.49,127814.15,127960.56,125987.64,123452.1,119154.24,106717.72,94774.47,89639.92,85240.97,88004.66,85079.78,84314.35,83606.33,88254.95,91946.57,105095.54,96775.29,103506.72,119591.9,125134.79,120804.64,120645.5,121487.05,2024-10-13
MercadoComercializacion,VALLE DEL CAUCA,REGULADO,152477.76,141982.1,135413.55,132184.31,132137.85,130746.07,129030.75,140882.12,153596.15,163828.8,174061.64,182584.19,188675.79,184510.59,184175.67,183016.63,187328.89,207260.92,237930.25,224972.39,210525.13,197571.23,177682.86,159096.58,2024-10-13
MercadoComercializacion,VALLE DEL SIBUNDOY,REGULADO,1188.26,1106.04,1062.74,1042.73,1045.7,1129.85,1164.63,1411.31,1707.74,1948.41,2016.77,2084.62,1958.42,1791.8,1691.93,1601.63,1560.07,1622.53,2141.32,2189.48,2023.46,1753.29,1477.15,1258.21,2024-10-13
MercadoComercializacion,ANTIOQUIA,NO REGULADO,283209.87,281566.77,277847.67,278554.35,279887.3,286886.94,261961.24,267528.9,271749.51,274779.25,276627.02,282382.09,285395.04,285061.12,285995.84,287367.3,289460.06,283121.9,316452.68,317082.32,317106.31,319492.18,333095.42,335356.63,2024-10-14
MercadoComercializacion,ANTIOQUIA,REGULADO,678007.58,637774.36,613549.61,601386.96,613267.75,629150.91,664592.77,719024.79,784999.11,834357.62,886376.32,951024.46,991959.46,991230.36,964017.28,956029.83,948929.32,956587.36,1020818.0,1018134.1,963769.1,886610.58,794004.34,710671.08,2024-10-14
MercadoComercializacion,ARAUCA,NO REGULADO,93040.18,93419.32,94024.86,94645.3,93405.92,93966.89,93378.79,93224.8,93633.15,93611.89,93779.55,94211.6,94286.94,94328.35,93691.6,93811.6,94086.9,93463.19,93823.32,94094.25,94251.38,94254.21,93754.51,93955.68,2024-10-14
MercadoComercializacion,ARAUCA,REGULADO,31651.69,30586.3,29740.0,28982.8,28415.97,27431.24,27184.28,28511.43,30770.22,32924.31,34784.87,36505.27,36710.54,38026.08,38566.61,38049.87,36814.12,36483.6,40109.57,41087.46,40912.33,39562.3,37274.31,34787.7,2024-10-14
MercadoComercializacion,BAJO PUTUMAYO,NO REGULADO,162.76,151.47,151.37,141.52,145.11,142.94,164.45,200.35,198.59,214.94,217.24,233.62,236.84,224.5,231.67,220.31,203.72,195.18,193.45,182.19,177.11,177.47,162.4,153.69,2024-10-14
MercadoComercializacion,BAJO PUTUMAYO,REGULADO,8543.98,8076.38,7678.67,7471.13,7565.68,7580.6,7536.59,8301.06,9447.05,10252.9,10849.78,11483.85,11416.51,11114.63,11370.69,11289.79,11154.76,11981.76,13195.62,12832.08,11939.66,10426.93,9234.36,8150.42,2024-10-14
MercadoComercializacion,BOGOTA - CUNDINAMARCA,NO REGULADO,448340.9,430645.03,407444.33,396876.39,374488.08,371592.7,378386.14,386506.59,398192.65,399873.56,404085.22,411008.12,408036.44,410889.83,409932.91,416112.71,420446.64,420856.19,416284.98,431408.62,443638.01,447478.84,471752.16,503319.67,2024-10-14
MercadoComercializacion,BOGOTA - CUNDINAMARCA,REGULADO,887494.41,829206.09,803594.64,783532.46,796908.26,792128.38,851238.35,985484.8,1123155.2,1234901.44,1329870.48,1389388.38,1411401.5,1399468.78,1357865.88,1323503.86,1313195.77,1379188.06,1505868.57,1505939.16,1409236.43,1265165.8,1101668.37,961570.87,2024-10-14
MercadoComercializacion,BOYACA,NO REGULADO,269216.12,268687.16,276247.29,281261.19,283490.99,281087.81,260266.18,262271.35,264749.29,274551.5,270568.53,275359.67,275607.02,281972.69,271129.29,223599.2,230397.9,244032.53,285285.39,284346.8,294129.76,294522.94,295288.34,292521.96,2024-10-14
MercadoComercializacion,BOYACA,REGULADO,73721.92,70445.45,67340.47,66354.34,68922.1,70497.73,88548.88,98378.84,110249.26,120364.87,124803.74,126761.34,125174.36,120467.83,114801.8,112760.82,113228.83,119394.89,127024.18,125301.71,119233.76,102556.33,89328.55,79451.45,2024-10-14
MercadoComercializacion,CALDAS,NO REGULADO,62992.48,62427.39,64042.21,60461.71,60488.76,63401.82,60967.28,64483.18,60232.53,61646.0,66240.54,64489.95,57752.6,65131.56,62963.31,67147.23,66608.71,68420.76,64782.25,67189.44,66223.34,67632.63,68606.4,69852.33,2024-10-14
MercadoComercializacion,CALDAS,REGULADO,95127.35,89134.59,84670.98,83016.36,84500.85,86476.2,87781.67,101219.49,111684.26,124093.28,132638.47,143407.89,145534.56,142172.03,137775.25,134425.6,131988.75,140330.96,161979.52,161797.0,153595.74,139240.99,119776.48,102883.4,2024-10-14
MercadoComercializacion,CALI - YUMBO - PUERTO TEJADA,NO REGULADO,148909.61,145085.12,143409.28,144411.05,147370.28,148956.56,121767.72,129935.12,128981.96,131565.16,137230.29,139870.11,143211.59,143222.32,144920.52,149820.77,153635.9,150359.46,164566.01,156847.82,150834.31,143686.2,142100.42,142133.16,2024-10-14
MercadoComercializacion,CALI - YUMBO - PUERTO TEJADA,REGULADO,236817.71,219274.48,211726.05,202953.8,199304.6,192788.44,207975.89,224685.38,249542.61,272616.46,297398.14,319700.97,335903.52,336326.36,333242.46,329873.62,324768.52,328466.87,339116.0,343405.87,335132.43,317371.84,289838.22,258114.8,2024-10-14
MercadoComercializacion,CAQUETA,NO REGULADO,525.76,517.64,503.71,509.7,506.16,512.18,501.71,581.38,637.4,866.35,947.85,1082.31,1099.55,1152.7,1199.71,1219.01,1283.0,1229.39,1279.37,1211.71,940.56,766.39,599.93,560.51,2024-10-14
MercadoComercializacion,CAQUETA,REGULADO,31101.01,29663.52,28589.95,27829.35,27538.86,27969.57,27920.35,29527.63,31662.39,34432.43,37216.56,40441.97,41139.88,40388.26,39619.85,39216.96,38812.93,38209.55,43329.08,43078.87,40610.85,37091.69,32851.83,30005.61,2024-10-14
MercadoComercializacion,CARIBE MAR,NO REGULADO,369821.65,366577.01,366167.05,367967.1,381583.81,375360.01,336080.85,336341.29,348128.32,312321.13,343961.69,358846.1,321375.24,356534.51,353974.77,364363.18,380494.04,359902.85,374228.41,355950.95,359584.79,388354.65,373232.91,382591.58,2024-10-14
MercadoComercializacion,CARIBE MAR,REGULADO,1049520.09,1016373.6,977731.66,949289.1,920128.24,887271.67,848129.69,837214.42,840262.36,846745.58,865908.14,912091.06,952185.08,977266.95,999856.84,983866.39,940754.8,937853.01,1028969.55,1082594.6,1130662.1,1162359.56,1141002.0,1081024.58,2024-10-14
MercadoComercializacion,CARIBE SOL,NO REGULADO,192298.34,188512.12,186644.58,185898.74,186496.8,186621.27,172871.44,183911.68,194486.48,204856.56,212044.97,216039.1,218348.61,216469.69,217485.74,211898.42,214154.2,213804.06,232526.02,229188.72,223321.06,211614.39,204850.65,199445.59,2024-10-14
MercadoComercializacion,CARIBE SOL,REGULADO,1126858.53,1082621.65,1050830.13,1019632.22,984674.79,938219.67,884932.14,891097.8,906250.71,929800.02,954977.92,991978.96,1022507.46,1052771.54,1056629.76,1020902.34,1008678.51,1017752.58,1080235.28,1124005.55,1172644.49,1207652.19,1205262.02,1165622.35,2024-10-14
MercadoComercializacion,CARTAGO,NO REGULADO,3502.78,3966.16,3796.07,3859.02,3752.46,1904.03,1975.28,2522.19,2987.23,3470.8,3953.16,4124.48,3960.34,4628.89,5056.27,5535.86,7229.33,7902.5,6810.91,7905.11,8257.22,7810.95,6854.37,6896.62,2024-10-14
MercadoComercializacion,CARTAGO,REGULADO,12260.14,11481.76,10942.77,10715.51,10473.54,8456.49,8225.15,9147.58,12956.66,14290.66,15745.18,17375.74,17706.87,18323.68,18213.32,17971.53,17845.11,17725.01,19800.21,20024.99,19399.35,18532.01,16760.92,14954.38,2024-10-14
MercadoComercializacion,CASANARE,NO REGULADO,4447.65,4501.67,4450.03,4428.35,4395.82,4481.47,6405.49,9213.55,10815.01,11473.66,12031.59,12566.86,12089.45,12406.67,11234.67,11131.35,10669.01,9951.58,8791.24,8593.24,8198.91,8714.43,9016.7,8611.42,2024-10-14
MercadoComercializacion,CASANARE,REGULADO,59129.38,57342.0,55258.38,53609.0,52926.35,51155.05,49615.09,52354.64,55799.35,58898.21,62553.18,65708.4,66801.09,67334.63,68097.42,69352.02,68760.42,69580.49,71724.79,72776.87,69052.7,65334.85,62108.53,58510.16,2024-10-14
MercadoComercializacion,CAUCA,NO REGULADO,28175.45,28970.66,30092.72,29576.68,29971.9,21783.18,19315.39,25329.61,31033.17,31437.89,31143.1,28575.34,28985.51,28951.03,29142.93,32269.0,37209.41,38666.23,41272.82,40040.65,39726.04,39703.8,39950.16,40734.85,2024-10-14
MercadoComercializacion,CAUCA,REGULADO,60105.84,56874.59,53572.99,54003.32,54410.22,59987.38,63963.89,66533.69,72795.99,76423.16,81205.83,86494.01,85130.75,80820.31,78690.43,81158.59,80789.62,86740.34,104593.29,105454.79,98712.51,84458.94,71972.01,62254.51,2024-10-14
MercadoComercializacion,CHOCO,NO REGULADO,2195.52,2067.73,2213.62,2212.27,2354.62,2334.96,2259.48,2266.65,2365.98,2321.07,2171.11,2241.72,2492.44,2648.85,2554.02,2444.66,2503.47,2642.35,2483.55,2369.64,2385.96,2306.9,2333.85,2247.1,2024-10-14
MercadoComercializacion,CHOCO,REGULADO,24606.35,23684.44,22892.92,22568.76,22588.17,22728.38,23262.71,25732.81,28451.12,30266.68,31867.01,33225.42,34067.62,33551.43,32362.68,31651.25,30412.87,30384.13,32371.93,33408.39,32237.24,29742.03,27419.76,25383.9,2024-10-14
MercadoComercializacion,GUAVIARE,REGULADO,8674.87,8336.59,8049.58,7822.76,7711.72,7640.5,7499.73,8001.48,8771.01,9447.48,10298.47,10990.51,11417.42,11320.09,10228.08,11115.53,10731.62,10737.13,11745.42,11887.34,11613.69,10785.52,9805.18,9052.97,2024-10-14
MercadoComercializacion,HUILA,NO REGULADO,36493.39,36142.79,36486.18,35399.07,34771.19,33150.44,31137.97,29585.96,27743.28,23498.39,24627.56,23565.34,22800.58,24269.61,27218.84,29571.7,32093.78,38886.34,42151.14,41468.15,41012.66,39959.16,38921.79,38232.55,2024-10-14
MercadoComercializacion,HUILA,REGULADO,92493.2,88191.81,84764.4,82655.67,81715.59,83444.55,84427.98,91485.36,96052.01,100831.78,107482.91,114760.48,116457.21,113512.37,114298.73,114622.9,116040.04,120416.62,137861.77,137461.91,131118.8,121548.18,108905.76,100159.13,2024-10-14
MercadoComercializacion,META,NO REGULADO,229441.73,230200.79,230240.07,231735.58,229284.67,231638.03,218964.45,214905.56,207600.48,199081.39,169585.33,173825.66,175458.8,183594.94,193143.19,211220.41,227397.15,224203.5,236975.27,234756.15,232300.16,232089.31,232148.32,227871.15,2024-10-14
MercadoComercializacion,META,REGULADO,118962.54,111765.43,107517.41,103070.84,101189.62,98241.99,104669.4,112419.86,122949.52,136844.95,145297.43,150872.56,155986.98,150447.7,151360.72,148177.94,146118.36,138349.11,155896.54,157145.9,153090.99,143171.17,130617.44,120097.63,2024-10-14
MercadoComercializacion,NARIÑO,NO REGULADO,10573.18,10631.78,10655.15,10640.88,10605.2,10578.32,2185.91,2686.2,2976.05,2979.02,3150.3,3218.8,3105.79,3054.52,3164.21,3039.49,3016.26,3031.18,11770.59,11717.69,11610.59,11155.28,10946.12,10880.13,2024-10-14
MercadoComercializacion,NARIÑO,REGULADO,61306.93,57591.44,55649.9,58387.82,57348.92,62814.11,72136.02,85841.81,96521.96,102217.9,107217.35,111737.93,111193.23,106076.53,103936.29,103243.82,102087.45,106628.31,119812.9,117375.04,108237.63,94052.82,75010.13,65062.42,2024-10-14
MercadoComercializacion,NORTE DE SANTANDER,NO REGULADO,31449.73,31585.07,31740.76,31271.36,31082.85,31249.42,27177.08,29407.9,31007.01,31095.09,31351.05,31811.33,30894.34,32250.58,31545.98,32249.2,33717.43,34205.16,40270.43,39484.72,37206.66,35237.53,34566.02,33386.08,2024-10-14
MercadoComercializacion,NORTE DE SANTANDER,REGULADO,185823.09,179259.54,174110.91,170589.5,169350.18,166182.71,168111.24,178454.85,189276.35,197847.85,210004.62,214501.88,211114.23,215078.55,218897.33,216172.58,210181.25,215384.31,232011.16,234862.28,237094.25,234685.85,225330.9,210896.98,2024-10-14
MercadoComercializacion,PEREIRA,NO REGULADO,19116.01,18650.98,18635.73,18455.86,18507.68,18919.83,14294.14,14524.63,14476.76,15101.46,16555.04,16966.24,17252.71,17176.63,17627.62,17727.81,17906.03,18190.26,23685.21,23195.54,22168.16,20999.17,21056.95,20931.33,2024-10-14
MercadoComercializacion,PEREIRA,REGULADO,43862.67,40824.11,39037.79,38116.57,38389.3,37588.1,41185.75,45228.42,49316.21,54067.59,58679.0,63528.52,66064.28,66241.06,66251.59,65314.48,65003.17,66974.39,72670.44,73376.01,70585.4,64541.99,56211.95,48799.34,2024-10-14
MercadoComercializacion,POPAYAN - PURACE,NO REGULADO,129.08,129.18,130.77,129.09,125.45,127.34,111.47,109.68,113.15,120.09,126.96,125.31,128.94,128.96,125.39,128.86,125.53,121.78,146.14,151.43,141.37,136.11,132.73,131.05,2024-10-14
MercadoComercializacion,POPAYAN - PURACE,REGULADO,447.38,437.55,390.75,275.88,246.44,305.95,327.4,440.09,357.91,504.06,415.31,440.51,453.99,432.73,418.49,316.92,467.66,517.45,460.12,495.98,621.1,466.37,423.28,493.29,2024-10-14
MercadoComercializacion,PUTUMAYO,NO REGULADO,4359.7,4421.88,4580.95,4614.02,4636.38,4684.39,4598.54,4362.98,4105.87,4356.94,4455.87,4592.44,4423.25,4411.77,4418.73,4364.51,4287.25,4590.02,4716.11,4614.48,4277.91,4272.34,4623.73,4648.46,2024-10-14
MercadoComercializacion,PUTUMAYO,REGULADO,8209.35,7598.49,7222.18,6897.49,6700.78,6837.06,6839.07,7035.71,7583.49,8368.65,9253.82,10185.02,10408.5,10372.65,10043.67,9958.79,10061.44,9798.6,12185.48,13008.57,12685.86,11694.09,9521.15,8131.46,2024-10-14
MercadoComercializacion,QUINDIO,NO REGULADO,3582.67,4000.93,4056.34,3938.88,3921.7,4055.29,3602.51,4022.82,4477.61,5553.99,6004.36,6016.58,5843.32,5895.44,5980.3,6220.91,6186.44,6094.33,6002.97,5281.7,5239.74,5063.12,5185.5,5383.71,2024-10-14
MercadoComercializacion,QUINDIO,REGULADO,42781.56,39641.66,37805.09,36859.56,37091.02,37376.15,37822.43,43166.9,48759.32,54454.7,59145.66,63546.18,65625.37,64563.26,62414.41,61211.8,61329.81,62973.1,72412.82,72732.87,69728.2,63430.1,55052.89,47164.1,2024-10-14
MercadoComercializacion,RUITOQUE,NO REGULADO,160.85,159.04,138.3,117.21,116.2,113.35,103.82,108.04,122.32,140.0,155.32,173.47,179.92,164.36,150.38,165.58,153.95,146.89,143.68,126.79,113.83,102.49,94.57,88.28,2024-10-14
MercadoComercializacion,RUITOQUE,REGULADO,1516.8,1476.02,1446.27,1409.63,1400.82,1344.62,1278.69,1281.86,1288.63,1151.58,1172.1,1048.86,1156.35,1295.44,1357.35,1337.47,1568.38,1776.33,2051.55,2071.2,2061.7,1955.94,1797.86,1667.26,2024-10-14
MercadoComercializacion,SANTANDER,NO REGULADO,131094.24,131172.3,132157.22,132525.9,131509.75,127120.08,121176.64,108277.07,95714.57,93431.25,98189.38,98877.42,92078.48,95322.91,100591.86,120276.72,119097.85,124816.39,121596.45,116994.28,115239.33,112685.11,112003.3,112001.23,2024-10-14
MercadoComercializacion,SANTANDER,REGULADO,241800.42,231732.01,223695.23,218859.67,217376.89,214309.79,210426.33,227646.82,241519.26,260709.07,276364.94,288525.99,294612.33,294841.54,295386.5,296216.32,293168.44,304580.6,337290.41,340610.1,334663.97,321123.07,296507.71,271575.17,2024-10-14
MercadoComercializacion,TOLIMA,NO REGULADO,20344.22,20429.52,23465.8,23455.81,23584.41,23722.65,23678.88,26664.69,27701.87,32347.25,30682.85,32527.94,33375.85,34118.9,36042.19,36330.27,35075.92,35766.99,34474.69,33587.04,30972.64,31409.24,28731.81,27155.6,2024-10-14
MercadoComercializacion,TOLIMA,REGULADO,138713.39,131669.87,126810.43,123007.57,121332.29,119438.66,117019.25,127001.01,137024.79,145579.97,153102.33,159501.13,163274.54,159816.64,156108.5,155470.31,154140.57,158014.67,181294.3,183720.86,179429.6,168554.25,152622.73,138408.34,2024-10-14
MercadoComercializacion,TULUA,NO REGULADO,9170.49,9120.92,9046.58,8947.16,9077.49,9285.29,5920.6,4011.5,3265.27,3712.88,3656.29,3777.1,3696.42,3683.86,3674.18,3614.72,5991.08,6307.99,9307.65,9012.58,9063.83,8725.1,8647.83,8693.62,2024-10-14
MercadoComercializacion,TULUA,REGULADO,15446.45,14404.03,13588.35,13088.45,13049.51,12370.18,13575.52,15027.28,16343.05,18305.75,19947.31,21401.09,22110.86,21655.58,21349.93,21368.24,21242.52,21602.01,23396.44,23925.18,23416.03,21991.5,19711.65,17313.1,2024-10-14
